"","HP01_T","HP02_T","HP03_T","HP04_T","HP05_T","HP01_N","HP03_N","HP04_N","HP05_N"
"hsa-miR-5694",0,0,0,11,0,0,21,13,0
"hsa-miR-5695",0,0,0,0,0,0,11,0,0
"hsa-miR-5696",0,12,0,0,0,0,0,0,0
"hsa-miR-5697",0,0,0,0,0,0,0,0,0
"hsa-miR-5698",0,0,0,0,12,0,16,0,0
"hsa-miR-5699-3p",19,24,15,46,17,0,19,22,31
"hsa-miR-5699-5p",16,26,12,41,13,0,20,16,36
"hsa-miR-570-3p",0,22,17,13,0,0,0,0,0
"hsa-miR-570-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-5700",0,0,0,0,0,0,0,0,0
"hsa-miR-5701",0,0,0,18,0,0,21,19,17
"hsa-miR-5702",0,0,0,0,0,0,10,0,10
"hsa-miR-5703",0,0,0,11,0,0,42,0,0
"hsa-miR-5704",0,0,0,0,0,0,0,0,0
"hsa-miR-5705",0,0,0,0,0,0,14,0,0
"hsa-miR-5706",0,0,0,0,0,0,0,0,0
"hsa-miR-5707",0,0,0,0,0,0,0,0,0
"hsa-miR-5708",0,0,0,0,0,0,13,0,0
"hsa-miR-571",0,0,0,0,0,0,11,0,0
"hsa-miR-572",0,0,0,0,13,0,15,0,0
"hsa-miR-573",0,0,0,0,0,0,0,0,0
"hsa-miR-5739",0,0,0,13,0,0,22,13,0
"hsa-miR-574-3p",3463,4362,2557,3183,4006,1048,129,481,1353
"hsa-miR-574-5p",1161,1925,3737,2429,986,900,142,2241,1486
"hsa-miR-575",0,0,0,0,0,0,16,0,0
"hsa-miR-576-3p",48,63,46,88,28,24,40,64,59
"hsa-miR-576-5p",413,397,255,463,202,250,136,153,173
"hsa-miR-577",17,0,12,13,0,0,17,0,16
"hsa-miR-578",0,0,0,0,0,0,32,0,0
"hsa-miR-5787",0,0,0,0,0,0,172,14,0
"hsa-miR-579-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-579-5p",0,14,0,14,0,0,0,0,0
"hsa-miR-580-3p",10,0,0,0,0,0,0,11,0
"hsa-miR-580-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-581",0,0,0,16,0,13,20,0,10
"hsa-miR-582-3p",58,150,114,118,52,34,32,38,63
"hsa-miR-582-5p",11,43,23,32,10,14,0,0,21
"hsa-miR-583",0,0,0,0,0,0,64,0,0
"hsa-miR-584-3p",0,0,0,14,10,0,23,11,15
"hsa-miR-584-5p",141,436,2159,321,295,102,48,72,97
"hsa-miR-585-3p",30,25,22,52,34,60,0,118,168
"hsa-miR-585-5p",0,0,0,0,0,0,11,0,12
"hsa-miR-586",0,0,0,0,0,0,0,0,11
"hsa-miR-587",0,0,0,0,0,0,12,0,0
"hsa-miR-588",0,0,0,0,0,0,0,0,0
"hsa-miR-589-3p",19,29,21,25,17,13,16,0,12
"hsa-miR-589-5p",97,133,154,140,98,54,37,133,99
"hsa-miR-590-3p",567,1595,1046,1074,389,495,208,201,562
"hsa-miR-590-5p",0,45,16,30,0,0,0,0,12
"hsa-miR-591",0,0,0,0,0,0,0,0,0
"hsa-miR-592",26,46,0,627,14,0,0,0,10
"hsa-miR-593-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-593-5p",0,0,0,0,0,0,24,0,0
"hsa-miR-595",0,0,0,0,0,0,57,0,0
"hsa-miR-596",0,0,0,17,0,0,37,15,12
"hsa-miR-597-3p",0,0,0,20,10,10,13,0,0
"hsa-miR-597-5p",13,10,0,21,0,0,13,11,12
"hsa-miR-598-3p",531,734,145,1518,290,655,142,586,772
"hsa-miR-598-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-599",0,0,0,14,0,0,0,0,0
"hsa-miR-600",0,0,0,0,0,0,0,0,0
"hsa-miR-601",0,0,0,16,0,0,26,0,17
"hsa-miR-602",13,0,0,0,0,20,70,81,14
"hsa-miR-603",0,0,0,0,0,0,0,0,0
"hsa-miR-604",0,0,0,0,0,0,12,0,0
"hsa-miR-605-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-605-5p",0,11,0,10,0,0,19,0,0
"hsa-miR-606",0,0,0,18,0,0,14,0,0
"hsa-miR-6068",0,0,0,0,0,0,39,0,0
"hsa-miR-6069",13,0,10,14,0,0,22,0,18
"hsa-miR-607",0,0,0,0,0,0,10,0,0
"hsa-miR-6070",10,0,0,13,0,0,36,0,25
"hsa-miR-6071",35,17,15,36,0,0,11,13,10
"hsa-miR-6072",0,0,0,0,0,0,18,0,0
"hsa-miR-6073",18,46,0,46,0,24,0,19,56
"hsa-miR-6074",0,0,0,11,0,0,17,0,0
"hsa-miR-6075",0,0,22,19,0,0,18,13,0
"hsa-miR-6076",0,0,0,0,0,0,23,0,0
"hsa-miR-6077",0,0,0,0,0,0,0,0,0
"hsa-miR-6078",0,0,0,0,0,0,18,0,0
"hsa-miR-6079",0,0,0,11,0,0,0,0,11
"hsa-miR-608",0,0,0,0,0,0,10,0,11
"hsa-miR-6080",0,0,0,0,0,0,57,0,0
"hsa-miR-6081",97,46,13,79,10,30,441,25,16
"hsa-miR-6082",0,0,0,0,0,0,0,0,0
"hsa-miR-6083",0,0,0,0,0,0,20,0,0
"hsa-miR-6084",0,0,0,0,0,0,0,0,0
"hsa-miR-6085",0,0,0,0,0,0,17,0,0
"hsa-miR-6086",0,0,0,0,0,0,16,0,0
"hsa-miR-6087",0,0,176,38,0,0,135,32,0
"hsa-miR-6088",0,0,0,0,0,0,34,11,0
"hsa-miR-6089",0,0,15,0,10,13,245,97,14
"hsa-miR-609",11,0,0,14,10,0,22,0,55
"hsa-miR-6090",0,13,0,0,0,0,49,0,0
"hsa-miR-610",0,0,0,0,0,0,0,0,0
"hsa-miR-611",0,0,13,0,0,0,77,0,0
"hsa-miR-612",0,0,0,0,0,0,19,0,11
"hsa-miR-6124",0,0,0,26,0,11,27,10,0
"hsa-miR-6125",16,29,42,55,17,19,3105,59,39
"hsa-miR-6126",1680,894,923,2529,724,560,2399,342,724
"hsa-miR-6127",0,0,0,11,0,0,20,0,10
"hsa-miR-6128",0,0,0,37,0,0,0,0,0
"hsa-miR-6129",0,0,0,11,0,0,0,0,0
"hsa-miR-613",0,0,0,14,0,0,14,0,10
"hsa-miR-6130",45,77,28,68,28,67,10,40,51
"hsa-miR-6131",0,0,0,11,0,0,16,0,0
"hsa-miR-6132",0,0,0,0,0,0,21,0,0
"hsa-miR-6133",0,12,0,21,16,12,12,0,15
"hsa-miR-6134",26,25,15,24,13,19,18,20,14
"hsa-miR-614",0,0,0,10,0,0,12,0,0
"hsa-miR-615-3p",65,191,78,22,58,0,60,0,13
"hsa-miR-615-5p",0,0,0,16,0,0,46,24,0
"hsa-miR-616-3p",11,12,11,29,18,12,15,0,20
"hsa-miR-616-5p",0,10,0,19,0,0,14,0,11
"hsa-miR-6165",0,0,0,0,0,0,48,0,10
"hsa-miR-617",0,0,0,13,0,0,0,0,0
"hsa-miR-618",0,11,0,19,10,0,19,17,0
"hsa-miR-619-3p",0,0,0,10,0,0,17,0,0
"hsa-miR-619-5p",15,12,14,32,0,0,156,0,11
"hsa-miR-620",0,0,0,0,0,0,10,0,0
"hsa-miR-621",0,0,0,0,0,0,0,0,0
"hsa-miR-622",0,0,10,0,0,0,23,0,14
"hsa-miR-623",0,0,0,0,0,0,0,0,0
"hsa-miR-624-3p",0,0,0,11,0,0,11,10,0
"hsa-miR-624-5p",0,12,0,11,0,14,0,0,10
"hsa-miR-625-3p",153,198,511,341,84,178,106,168,183
"hsa-miR-625-5p",166,149,331,273,67,139,68,104,108
"hsa-miR-626",0,0,0,20,0,0,14,0,0
"hsa-miR-627-3p",0,12,0,0,0,0,11,0,0
"hsa-miR-627-5p",0,27,13,45,13,14,26,30,42
"hsa-miR-628-3p",113,256,59,618,76,144,36,102,121
"hsa-miR-628-5p",228,373,101,1380,146,173,43,149,228
"hsa-miR-629-3p",16,23,22,51,18,18,18,22,23
"hsa-miR-629-5p",423,674,1075,1543,817,591,196,482,617
"hsa-miR-630",0,0,0,0,0,0,13,0,0
"hsa-miR-631",0,0,0,15,0,0,17,11,13
"hsa-miR-632",0,0,0,0,0,0,11,10,0
"hsa-miR-633",0,0,0,0,0,0,10,0,0
"hsa-miR-634",0,0,0,10,0,0,0,0,0
"hsa-miR-635",0,0,0,11,0,0,0,0,0
"hsa-miR-636",10,12,114,81,25,12,2698,16,45
"hsa-miR-637",0,0,0,0,0,0,0,0,0
"hsa-miR-638",0,0,0,0,0,0,106,18,10
"hsa-miR-639",0,0,0,0,0,0,38,0,0
"hsa-miR-640",0,0,0,0,0,0,15,0,0
"hsa-miR-641",10,15,23,22,10,11,14,0,0
"hsa-miR-642a-3p",22,26,40,71,41,14,13,17,20
"hsa-miR-642a-5p",22,22,14,99,17,11,24,0,19
"hsa-miR-642b-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-642b-5p",0,0,0,18,0,0,0,0,10
"hsa-miR-643",0,0,16,0,16,0,0,0,0
"hsa-miR-644a",0,0,0,0,0,0,0,0,0
"hsa-miR-645",0,0,0,0,0,0,12,0,0
"hsa-miR-646",0,0,0,0,0,0,25,0,0
"hsa-miR-647",0,0,0,11,0,0,18,11,0
"hsa-miR-648",0,0,0,0,0,0,0,0,0
"hsa-miR-649",0,0,0,0,0,0,10,0,0
"hsa-miR-6499-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6499-5p",0,23,0,0,0,0,0,0,0
"hsa-miR-650",0,0,0,0,0,0,12,0,0
"hsa-miR-6500-3p",0,0,0,46,0,0,0,0,0
"hsa-miR-6500-5p",0,0,0,0,0,0,16,0,0
"hsa-miR-6501-3p",0,0,0,0,0,0,10,0,0
"hsa-miR-6501-5p",20,18,15,23,11,0,15,19,0
"hsa-miR-6502-3p",0,0,0,12,0,0,0,0,0
"hsa-miR-6502-5p",0,11,0,24,0,0,10,0,0
"hsa-miR-6503-3p",19,57,0,74,12,16,24,29,34
"hsa-miR-6503-5p",11,26,14,21,0,0,16,10,19
"hsa-miR-6504-3p",13,0,35,39,20,10,1940,0,51
"hsa-miR-6504-5p",0,0,0,10,0,0,0,0,0
"hsa-miR-6505-3p",0,0,0,0,0,0,26,0,0
"hsa-miR-6505-5p",0,0,0,0,0,0,10,0,0
"hsa-miR-6506-3p",0,0,0,0,0,0,10,0,11
"hsa-miR-6506-5p",0,0,0,0,0,0,10,0,0
"hsa-miR-6507-3p",0,0,0,12,0,0,18,0,11
"hsa-miR-6507-5p",0,0,0,13,0,0,32,0,0
"hsa-miR-6508-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6508-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6509-3p",0,0,0,24,0,0,24,0,14
"hsa-miR-6509-5p",0,0,0,0,0,0,10,0,0
"hsa-miR-651-3p",0,0,0,0,0,0,10,0,0
"hsa-miR-651-5p",32,115,63,90,66,56,19,56,96
"hsa-miR-6510-3p",10,57,0,0,12,0,16,0,10
"hsa-miR-6510-5p",0,0,0,0,0,0,38,0,0
"hsa-miR-6511a-3p",10,15,0,26,12,0,11,0,0
"hsa-miR-6511a-5p",0,0,0,0,0,0,13,0,0
"hsa-miR-6511b-3p",14,0,0,20,0,0,10,0,0
"hsa-miR-6511b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6512-3p",0,0,0,13,0,0,18,0,0
"hsa-miR-6512-5p",0,0,0,12,0,0,23,0,0
"hsa-miR-6513-3p",19,34,13,16,0,0,0,0,0
"hsa-miR-6513-5p",0,0,0,0,0,0,18,0,0
"hsa-miR-6514-3p",0,0,0,0,10,0,15,0,0
"hsa-miR-6514-5p",12,0,10,17,13,0,0,0,0
"hsa-miR-6515-3p",0,0,0,12,0,0,20,0,0
"hsa-miR-6515-5p",0,0,11,21,0,0,0,14,12
"hsa-miR-6516-3p",0,0,0,0,0,0,18,0,0
"hsa-miR-6516-5p",0,0,0,10,0,0,0,0,0
"hsa-miR-652-3p",133,219,164,252,211,246,66,401,275
"hsa-miR-652-5p",14,21,29,18,16,11,11,11,25
"hsa-miR-653-3p",14,59,0,165,0,10,0,0,12
"hsa-miR-653-5p",69,173,12,765,34,39,18,27,60
"hsa-miR-654-3p",1622,1855,69,95,501,1229,45,1037,1161
"hsa-miR-654-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-655-3p",17,36,0,0,0,17,0,12,14
"hsa-miR-655-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-656-3p",19,42,0,12,0,0,11,17,0
"hsa-miR-656-5p",0,0,0,0,0,0,0,0,11
"hsa-miR-657",0,0,0,17,0,0,12,0,0
"hsa-miR-658",0,0,0,11,0,0,87,10,0
"hsa-miR-659-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-659-5p",17,15,0,30,13,14,22,0,25
"hsa-miR-660-3p",0,0,0,0,0,0,14,0,10
"hsa-miR-660-5p",1993,3825,594,3725,1200,885,416,1720,3157
"hsa-miR-661",0,0,0,0,0,0,59,0,0
"hsa-miR-662",0,0,0,11,0,0,0,0,0
"hsa-miR-663a",70,82,110,35,61,127,2959,589,145
"hsa-miR-663b",0,0,0,0,0,0,21,11,12
"hsa-miR-664a-3p",205,332,51,228,71,185,64,120,138
"hsa-miR-664a-5p",352,466,178,449,386,331,56,578,681
"hsa-miR-664b-3p",19,24,13,56,0,34,0,0,25
"hsa-miR-664b-5p",16,13,25,34,41,33,12,31,34
"hsa-miR-665",14,29,0,11,0,0,30,27,36
"hsa-miR-668-3p",23,0,0,0,10,11,0,0,18
"hsa-miR-668-5p",0,0,0,0,0,0,11,0,0
"hsa-miR-670-3p",16,10,0,15,0,0,12,0,0
"hsa-miR-670-5p",0,0,0,0,0,0,13,0,0
"hsa-miR-671-3p",116,212,161,205,81,71,26,33,43
"hsa-miR-671-5p",843,2744,1360,3510,525,730,107,2273,1194
"hsa-miR-6715a-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6715b-3p",0,0,0,13,0,0,15,0,0
"hsa-miR-6715b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6716-3p",51,42,18,56,28,14,21,14,20
"hsa-miR-6716-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6717-5p",0,0,10,13,11,0,34,0,0
"hsa-miR-6718-5p",0,0,0,17,0,0,0,0,0
"hsa-miR-6719-3p",0,0,0,0,0,0,19,0,12
"hsa-miR-6720-3p",10,0,0,18,0,0,14,0,0
"hsa-miR-6720-5p",0,10,0,19,0,0,44,0,11
"hsa-miR-6721-5p",0,0,0,0,0,0,20,0,0
"hsa-miR-6722-3p",0,0,0,0,0,0,22,0,0
"hsa-miR-6722-5p",0,0,0,0,0,0,34,0,0
"hsa-miR-6723-5p",0,0,0,21,15,0,21,0,13
"hsa-miR-6724-5p",43,22,71,66,20,80,4736,291,125
"hsa-miR-6726-3p",0,0,0,14,0,0,12,0,0
"hsa-miR-6726-5p",0,0,0,0,0,0,23,0,0
"hsa-miR-6727-3p",0,0,0,0,0,0,23,0,0
"hsa-miR-6727-5p",0,0,0,13,0,0,80,0,0
"hsa-miR-6728-3p",0,0,0,14,0,0,11,0,0
"hsa-miR-6728-5p",15,0,0,0,0,0,15,0,0
"hsa-miR-6729-3p",0,0,0,0,0,0,16,0,0
"hsa-miR-6729-5p",0,0,0,0,0,0,0,10,0
"hsa-miR-6730-3p",0,0,0,0,0,0,169,0,0
"hsa-miR-6730-5p",0,0,0,10,0,0,22,0,0
"hsa-miR-6731-3p",0,0,0,17,0,0,20,0,0
"hsa-miR-6731-5p",0,0,0,0,0,0,12,0,0
"hsa-miR-6732-3p",0,0,0,10,0,0,18,0,12
"hsa-miR-6732-5p",0,0,0,0,0,0,15,0,0
"hsa-miR-6733-3p",0,0,0,10,0,0,15,0,0
"hsa-miR-6733-5p",0,11,0,0,0,0,14,0,0
"hsa-miR-6734-3p",10,0,0,18,0,0,21,0,12
"hsa-miR-6734-5p",10,16,13,11,0,16,11,11,16
"hsa-miR-6735-3p",0,0,0,0,0,0,10,0,0
"hsa-miR-6735-5p",0,11,0,10,11,0,30,0,0
"hsa-miR-6736-3p",0,0,0,15,0,0,22,10,0
"hsa-miR-6736-5p",0,0,0,0,0,0,20,0,0
"hsa-miR-6737-3p",0,0,0,0,0,0,21,0,0
"hsa-miR-6737-5p",12,0,0,19,0,0,64,0,0
"hsa-miR-6738-3p",0,0,0,0,0,0,11,0,0
"hsa-miR-6738-5p",0,0,0,0,0,0,17,0,0
"hsa-miR-6739-3p",0,0,0,17,0,0,14,0,0
"hsa-miR-6739-5p",0,0,18,12,0,0,44,12,10
"hsa-miR-6740-3p",0,0,0,19,0,0,22,0,10
"hsa-miR-6740-5p",0,0,15,31,0,0,23,17,11
"hsa-miR-6741-3p",13,0,0,13,0,0,164,0,0
"hsa-miR-6741-5p",0,0,0,0,0,0,11,0,0
"hsa-miR-6742-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6742-5p",0,0,0,0,0,0,15,0,0
"hsa-miR-6743-3p",0,0,0,12,0,0,29,0,0
"hsa-miR-6743-5p",0,0,0,0,0,0,18,0,0
"hsa-miR-6744-3p",0,0,0,0,0,0,12,0,0
"hsa-miR-6744-5p",15,0,0,0,0,0,10,0,0
"hsa-miR-6745",0,0,0,13,0,0,11,0,0
"hsa-miR-6746-3p",0,0,0,10,0,0,82,0,0
"hsa-miR-6746-5p",10,0,0,0,0,0,29,0,0
"hsa-miR-6747-3p",16,13,17,25,0,11,22,0,0
"hsa-miR-6747-5p",0,0,0,0,0,0,14,0,0
"hsa-miR-6748-3p",0,0,0,17,0,0,37,0,0
"hsa-miR-6748-5p",0,0,0,10,0,14,25,0,10
"hsa-miR-6749-3p",0,0,0,0,0,0,15,0,0
"hsa-miR-6749-5p",0,0,0,0,10,0,25,0,0
"hsa-miR-675-3p",23,13,19,12,0,13,22,23,27
"hsa-miR-675-5p",12,0,34,13,0,15,16,27,0
"hsa-miR-6750-3p",0,0,0,0,0,0,18,0,0
"hsa-miR-6750-5p",0,0,0,0,0,0,13,0,0
"hsa-miR-6751-3p",0,0,11,20,0,0,88,13,15
"hsa-miR-6751-5p",0,0,0,0,11,0,16,0,0
"hsa-miR-6752-3p",0,0,0,12,12,0,73,0,0
"hsa-miR-6752-5p",0,0,0,0,0,13,14,24,16
"hsa-miR-6753-3p",0,0,0,14,0,0,21,0,0
"hsa-miR-6753-5p",0,0,0,0,0,0,13,0,0
"hsa-miR-6754-3p",18,17,10,0,0,12,19,28,15
"hsa-miR-6754-5p",0,0,0,0,0,0,23,10,11
"hsa-miR-6755-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6755-5p",21,38,29,113,21,24,0,17,20
"hsa-miR-6756-3p",0,0,0,22,11,0,46,11,13
"hsa-miR-6756-5p",10,0,0,11,0,0,25,0,12
"hsa-miR-6757-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6757-5p",0,0,0,12,0,0,17,0,0
"hsa-miR-6758-3p",11,0,13,34,0,0,16,14,22
"hsa-miR-6758-5p",0,0,0,16,0,0,24,13,0
"hsa-miR-6759-3p",0,0,0,0,0,0,18,0,0
"hsa-miR-6759-5p",0,0,0,0,0,0,11,0,0
"hsa-miR-676-3p",17,38,0,80,15,24,0,32,34
"hsa-miR-676-5p",0,0,0,10,0,0,14,0,0
"hsa-miR-6760-3p",0,0,0,0,0,0,23,0,0
"hsa-miR-6760-5p",0,0,0,11,0,0,21,0,0
"hsa-miR-6761-3p",0,0,0,11,0,0,16,0,0
"hsa-miR-6761-5p",14,12,0,0,0,0,10,0,0
"hsa-miR-6762-3p",10,0,0,21,0,0,0,0,0
"hsa-miR-6762-5p",0,0,0,10,0,0,15,0,0
"hsa-miR-6763-3p",0,10,0,21,0,0,26,11,0
"hsa-miR-6763-5p",0,0,0,12,0,0,17,0,0
"hsa-miR-6764-3p",0,0,0,10,0,0,26,0,12
"hsa-miR-6764-5p",0,0,0,17,0,0,23,0,0
"hsa-miR-6765-3p",0,0,0,12,0,0,13,0,0
"hsa-miR-6765-5p",0,0,0,0,0,0,70,0,0
"hsa-miR-6766-3p",0,0,0,0,0,0,22,0,0
"hsa-miR-6766-5p",0,0,0,10,0,0,14,0,0
"hsa-miR-6767-3p",0,0,0,11,0,0,15,0,0
"hsa-miR-6767-5p",12,0,0,17,0,0,13,0,0
"hsa-miR-6768-3p",0,0,0,0,0,0,17,0,0
"hsa-miR-6768-5p",22,0,0,10,10,17,222,96,34
"hsa-miR-6769a-3p",0,0,0,0,0,0,11,0,0
"hsa-miR-6769a-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6769b-3p",0,0,0,11,0,0,13,0,0
"hsa-miR-6769b-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6770-3p",0,0,0,11,0,0,0,10,0
"hsa-miR-6770-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6771-3p",0,0,0,33,0,0,0,0,33
"hsa-miR-6771-5p",0,0,0,0,0,0,17,0,0
"hsa-miR-6772-3p",0,0,0,23,0,0,15,0,12
"hsa-miR-6772-5p",0,0,0,15,0,0,37,0,11
"hsa-miR-6773-3p",0,0,0,0,0,0,12,0,0
"hsa-miR-6773-5p",0,0,0,11,0,0,11,11,0
"hsa-miR-6774-3p",0,0,0,17,0,0,0,12,0
"hsa-miR-6774-5p",0,0,0,0,0,0,13,10,0
"hsa-miR-6775-3p",0,0,0,0,0,0,25,0,0
"hsa-miR-6775-5p",35,14,10,0,0,0,19,0,11
"hsa-miR-6776-3p",0,0,0,10,0,0,17,0,0
"hsa-miR-6776-5p",0,0,0,0,0,0,18,0,0
"hsa-miR-6777-3p",0,0,0,15,0,0,13,0,0
"hsa-miR-6777-5p",0,0,0,0,0,0,23,0,0
"hsa-miR-6778-3p",0,0,0,0,0,0,14,0,0
"hsa-miR-6778-5p",0,0,0,0,0,0,27,0,0
"hsa-miR-6779-3p",0,0,0,24,0,0,17,13,13
"hsa-miR-6779-5p",0,0,0,10,0,0,24,0,0
"hsa-miR-6780a-3p",10,11,0,19,0,0,15,0,0
"hsa-miR-6780a-5p",0,0,0,0,0,0,20,12,0
"hsa-miR-6780b-3p",0,0,0,26,0,0,21,14,21
"hsa-miR-6780b-5p",0,0,0,0,0,0,15,0,0
"hsa-miR-6781-3p",0,0,0,12,0,0,15,0,10
"hsa-miR-6781-5p",0,0,0,0,0,0,30,0,0
"hsa-miR-6782-3p",0,0,0,0,0,0,14,0,0
"hsa-miR-6782-5p",0,0,0,0,0,0,13,0,0
"hsa-miR-6783-3p",0,0,0,10,0,0,17,0,0
"hsa-miR-6783-5p",0,0,10,14,0,0,0,0,15
"hsa-miR-6784-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6784-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6785-3p",0,0,0,0,0,0,11,0,0
"hsa-miR-6785-5p",0,0,0,12,0,0,21,0,0
"hsa-miR-6786-3p",0,0,0,10,0,0,24,0,10
"hsa-miR-6786-5p",0,0,0,0,0,0,19,0,0
"hsa-miR-6787-3p",0,0,0,12,0,0,0,0,0
"hsa-miR-6787-5p",0,0,0,0,0,0,10,0,0
"hsa-miR-6788-3p",0,0,0,0,0,0,15,10,0
"hsa-miR-6788-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6789-3p",0,0,0,0,0,0,27,0,0
"hsa-miR-6789-5p",56,77,252,110,55,95,7387,310,109
"hsa-miR-6790-3p",0,0,0,0,0,0,12,0,0
"hsa-miR-6790-5p",19,0,10,19,0,0,44,0,0
"hsa-miR-6791-3p",0,0,0,17,0,0,15,0,10
"hsa-miR-6791-5p",0,0,0,0,0,0,35,0,0
"hsa-miR-6792-3p",13,0,0,20,15,12,32,11,14
"hsa-miR-6792-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6793-3p",0,0,0,11,0,0,12,0,0
"hsa-miR-6793-5p",11,0,0,15,0,10,69,0,0
"hsa-miR-6794-3p",0,0,10,15,0,0,18,0,10
"hsa-miR-6794-5p",0,0,0,0,0,0,10,0,0
"hsa-miR-6795-3p",0,11,0,12,0,0,27,0,0
"hsa-miR-6795-5p",0,0,0,13,0,0,16,0,0
"hsa-miR-6796-3p",0,0,0,0,0,0,12,10,0
"hsa-miR-6796-5p",10,0,12,14,0,0,101,0,0
"hsa-miR-6797-3p",0,0,0,14,0,0,16,0,0
"hsa-miR-6797-5p",0,0,0,21,12,0,29,0,17
"hsa-miR-6798-3p",0,0,0,0,0,0,16,0,0
"hsa-miR-6798-5p",0,0,0,0,0,0,11,0,0
"hsa-miR-6799-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6799-5p",0,0,0,0,0,0,23,0,0
"hsa-miR-6800-3p",0,0,0,0,0,0,14,0,0
"hsa-miR-6800-5p",0,0,0,12,0,0,15,0,0
"hsa-miR-6801-3p",0,0,0,0,0,0,12,0,0
"hsa-miR-6801-5p",0,0,0,0,0,0,17,0,10
"hsa-miR-6802-3p",0,0,0,16,0,0,0,0,0
"hsa-miR-6802-5p",0,0,0,14,0,0,10,0,0
"hsa-miR-6803-3p",0,0,0,11,0,0,30,0,0
"hsa-miR-6803-5p",0,0,0,0,0,0,33,11,0
"hsa-miR-6804-3p",0,0,0,0,0,0,17,0,0
"hsa-miR-6804-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6805-3p",0,0,0,13,0,0,33,0,0
"hsa-miR-6805-5p",0,0,0,0,0,0,13,0,0
"hsa-miR-6806-3p",0,0,0,17,0,0,24,10,0
"hsa-miR-6806-5p",0,0,0,0,0,0,20,0,0
"hsa-miR-6807-3p",0,0,0,0,0,0,10,0,0
"hsa-miR-6807-5p",0,0,0,11,0,0,17,0,10
"hsa-miR-6808-3p",27,39,17,79,12,23,18,34,46
"hsa-miR-6808-5p",0,0,0,0,0,0,23,0,0
"hsa-miR-6809-3p",0,0,12,16,0,11,21,10,15
"hsa-miR-6809-5p",0,10,0,0,0,0,26,0,0
"hsa-miR-6810-3p",0,0,0,14,0,0,15,0,0
"hsa-miR-6810-5p",0,0,0,0,0,0,27,0,0
"hsa-miR-6811-3p",0,0,0,0,0,0,13,0,0
"hsa-miR-6811-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6812-3p",0,0,0,18,0,10,0,0,16
"hsa-miR-6812-5p",0,0,0,0,0,0,16,0,0
"hsa-miR-6813-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6813-5p",10,0,11,10,12,0,16,0,0
"hsa-miR-6814-3p",0,0,0,0,0,0,19,0,0
"hsa-miR-6814-5p",0,0,0,0,0,0,12,0,0
"hsa-miR-6815-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6815-5p",0,0,0,0,0,0,16,0,0
"hsa-miR-6816-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6816-5p",0,0,0,0,0,0,28,0,0
"hsa-miR-6817-3p",40,56,21,297,122,0,18,83,348
"hsa-miR-6817-5p",0,0,0,11,0,10,12,0,0
"hsa-miR-6818-3p",0,0,0,18,0,0,14,0,0
"hsa-miR-6818-5p",0,0,0,0,0,0,11,0,0
"hsa-miR-6819-3p",0,0,0,10,0,0,0,0,0
"hsa-miR-6819-5p",0,0,0,0,0,0,19,0,10
"hsa-miR-6820-3p",0,0,10,11,0,0,10,0,0
"hsa-miR-6820-5p",0,0,0,0,0,0,26,0,0
"hsa-miR-6821-3p",0,0,0,0,0,10,12,0,0
"hsa-miR-6821-5p",0,0,0,0,0,0,17,0,0
"hsa-miR-6822-3p",0,0,0,0,0,0,0,0,0
"hsa-miR-6822-5p",0,0,0,0,0,0,0,0,0
"hsa-miR-6823-3p",0,0,27,22,0,0,38,10,12
"hsa-miR-6823-5p",0,0,0,77,36,0,15,0,91
"hsa-miR-6824-3p",0,0,0,0,0,0,0,0,0
